,City,State,Country,Update,Latitude,Longitude,Confirmed,Deaths,Recovered
19462,Lanier,,,2020-03-23 23:19:34,31.03828570000001,-83.06472457,0.0,0.0,0.0
19463,Lapeer,,,2020-03-23 23:19:34,43.09052506,-83.22153148,0.0,0.0,0.0
19464,Laramie,,,2020-03-23 23:19:34,41.30702520000001,-104.6887497,6.0,0.0,0.0
19465,Larimer,,,2020-03-23 23:19:34,40.66671597,-105.4625784,34.0,0.0,0.0
19466,Larue,,,2020-03-23 23:19:34,37.54567114,-85.70138352,0.0,0.0,0.0
19467,Las Animas,,,2020-03-23 23:19:34,37.3153406,-104.0376458,0.0,0.0,0.0
19468,Lassen,,,2020-03-23 23:19:34,40.67311306,-120.59350990000002,0.0,0.0,0.0
19469,Latah,,,2020-03-23 23:19:34,46.81587887,-116.7113698,0.0,0.0,0.0
19470,Latimer,,,2020-03-23 23:19:34,34.87844729,-95.25215049,0.0,0.0,0.0
19471,Lauderdale,,,2020-03-23 23:19:34,34.90171875,-87.65624729,3.0,0.0,0.0
19472,Lauderdale,,,2020-03-23 23:19:34,32.40419769,-88.66229662,0.0,0.0,0.0
19473,Lauderdale,,,2020-03-23 23:19:34,35.75893438,-89.63015909999999,0.0,0.0,0.0
19474,Laurel,,,2020-03-23 23:19:34,37.10975748,-84.11321779,0.0,0.0,0.0
19475,Laurens,,,2020-03-23 23:19:34,32.46325233,-82.92221316,2.0,0.0,0.0
19476,Laurens,,,2020-03-23 23:19:34,34.48244419,-82.00490796,0.0,0.0,0.0
19477,Lavaca,,,2020-03-23 23:19:34,29.38508402,-96.93186692,1.0,0.0,0.0
19478,Lawrence,,,2020-03-23 23:19:34,34.52041498,-87.31069453,0.0,0.0,0.0
19479,Lawrence,,,2020-03-23 23:19:34,36.04188196,-91.10867198,1.0,0.0,0.0
19480,Lawrence,,,2020-03-23 23:19:34,38.71987914,-87.72884035,0.0,0.0,0.0
19481,Lawrence,,,2020-03-23 23:19:34,38.84112637,-86.48361629,0.0,0.0,0.0
19482,Lawrence,,,2020-03-23 23:19:34,38.07136018,-82.72882223,0.0,0.0,0.0
19483,Lawrence,,,2020-03-23 23:19:34,31.55147224,-90.10841127,2.0,0.0,0.0
19484,Lawrence,,,2020-03-23 23:19:34,37.10626634,-93.83293097,0.0,0.0,0.0
19485,Lawrence,,,2020-03-23 23:19:34,38.59743452,-82.53466552,0.0,0.0,0.0
19486,Lawrence,,,2020-03-23 23:19:34,40.99206278,-80.33393706,0.0,0.0,0.0
19487,Lawrence,,,2020-03-23 23:19:34,44.35919441,-103.7929428,0.0,0.0,0.0
19488,Lawrence,,,2020-03-23 23:19:34,35.21675201,-87.39787695,0.0,0.0,0.0
19489,Le Flore,,,2020-03-23 23:19:34,34.89851864,-94.70392124,0.0,0.0,0.0
19490,Le Sueur,,,2020-03-23 23:19:34,44.37136597,-93.72844721,1.0,0.0,0.0
19491,Lea,,,2020-03-23 23:19:34,32.79215361,-103.4123733,1.0,0.0,0.0
19492,Leake,,,2020-03-23 23:19:34,32.7536828,-89.52402044,1.0,0.0,0.0
19493,Leavenworth,,,2020-03-23 23:19:34,39.20183497,-95.03620809,5.0,0.0,0.0
19494,Lebanon,,,2020-03-23 23:19:34,40.36680311,-76.45651841,3.0,0.0,0.0
19495,Lee,,,2020-03-23 23:19:34,32.60154883,-85.35132246,19.0,0.0,0.0
19496,Lee,,,2020-03-23 23:19:34,34.78498904,-90.78383866,0.0,0.0,0.0
19497,Lee,,,2020-03-23 23:19:34,26.58410348,-81.88399313,30.0,2.0,0.0
19498,Lee,,,2020-03-23 23:19:34,31.779330600000005,-84.14324253,16.0,0.0,0.0
19499,Lee,,,2020-03-23 23:19:34,41.74583951,-89.29977132,0.0,0.0,0.0
19500,Lee,,,2020-03-23 23:19:34,40.64181461,-91.48183025,0.0,0.0,0.0
19501,Lee,,,2020-03-23 23:19:34,37.59645942,-83.71513901,0.0,0.0,0.0
19502,Lee,,,2020-03-23 23:19:34,34.291877500000005,-88.68149954,8.0,0.0,0.0
19503,Lee,,,2020-03-23 23:19:34,35.47623147,-79.17569362,1.0,0.0,0.0
19504,Lee,,,2020-03-23 23:19:34,34.16393091,-80.25690731,2.0,0.0,0.0
19505,Lee,,,2020-03-23 23:19:34,30.31120597,-96.97045773,0.0,0.0,0.0
19506,Lee,,,2020-03-23 23:19:34,36.70586667,-83.12606515,2.0,0.0,0.0
19507,Leelanau,,,2020-03-23 23:19:34,44.94430054,-85.80150326,1.0,0.0,0.0
19508,Leflore,,,2020-03-23 23:19:34,33.55545125,-90.29900733,9.0,0.0,0.0
19509,Lehigh,,,2020-03-23 23:19:34,40.6154815,-75.59435245,25.0,1.0,0.0
19510,Lemhi,,,2020-03-23 23:19:34,44.9438088,-113.9309747,0.0,0.0,0.0
19511,Lenawee,,,2020-03-23 23:19:34,41.89475156,-84.06603727,0.0,0.0,0.0
19512,Lenoir,,,2020-03-23 23:19:34,35.24032589999999,-77.64245615,0.0,0.0,0.0
19513,Leon,,,2020-03-23 23:19:34,30.45955727,-84.27491114,6.0,1.0,0.0
19514,Leon,,,2020-03-23 23:19:34,31.29872538,-95.9936328,0.0,0.0,0.0
19515,Leslie,,,2020-03-23 23:19:34,37.09246661,-83.37999606,0.0,0.0,0.0
19516,Letcher,,,2020-03-23 23:19:34,37.12306748,-82.85346474,0.0,0.0,0.0
19517,Levy,,,2020-03-23 23:19:34,29.31829741,-82.74007147,0.0,0.0,0.0
19518,Lewis,,,2020-03-23 23:19:34,46.23315327,-116.434146,0.0,0.0,0.0
19519,Lewis,,,2020-03-23 23:19:34,38.53184419,-83.37735618,0.0,0.0,0.0
19520,Lewis,,,2020-03-23 23:19:34,40.09673161,-91.72070156,0.0,0.0,0.0
19521,Lewis,,,2020-03-23 23:19:34,43.7844157,-75.44903992,0.0,0.0,0.0
19522,Lewis,,,2020-03-23 23:19:34,35.52853208,-87.49022694,0.0,0.0,0.0
19523,Lewis,,,2020-03-23 23:19:34,46.57756476,-122.3925769,2.0,0.0,0.0
19524,Lewis,,,2020-03-23 23:19:34,38.9947249,-80.49988181,0.0,0.0,0.0
19525,Lewis and Clark,,,2020-03-23 23:19:34,47.12610041,-112.394698,3.0,0.0,0.0
19526,Lexington,,,2020-03-23 23:19:34,33.89665987,-81.27146426,17.0,1.0,0.0
19527,Lexington,,,2020-03-23 23:19:34,37.78258621,-79.44262866,0.0,0.0,0.0
19528,Liberty,,,2020-03-23 23:19:34,30.23766008,-84.8829258,0.0,0.0,0.0
19529,Liberty,,,2020-03-23 23:19:34,31.82588896,-81.49251135,0.0,0.0,0.0
19530,Liberty,,,2020-03-23 23:19:34,48.56084317,-111.024307,0.0,0.0,0.0
19531,Liberty,,,2020-03-23 23:19:34,30.15152688,-94.81205615,1.0,0.0,0.0
19532,Licking,,,2020-03-23 23:19:34,40.09136236,-82.48185785,1.0,0.0,0.0
19533,Limestone,,,2020-03-23 23:19:34,34.81185586,-86.98310072,1.0,0.0,0.0
19534,Limestone,,,2020-03-23 23:19:34,31.5454767,-96.58095444,0.0,0.0,0.0
19535,Lincoln,,,2020-03-23 23:19:34,33.95317155,-91.74002806,2.0,0.0,0.0
19536,Lincoln,,,2020-03-23 23:19:34,38.98749519,-103.5136649,0.0,0.0,0.0
19537,Lincoln,,,2020-03-23 23:19:34,33.79201475,-82.45024131,1.0,0.0,0.0
19538,Lincoln,,,2020-03-23 23:19:34,43.0012336,-114.1358773,0.0,0.0,0.0
19539,Lincoln,,,2020-03-23 23:19:34,39.04549684,-98.20756994,0.0,0.0,0.0
19540,Lincoln,,,2020-03-23 23:19:34,37.45475628,-84.6565327,0.0,0.0,0.0
19541,Lincoln,,,2020-03-23 23:19:34,32.6003154,-92.6659741,2.0,0.0,0.0
19542,Lincoln,,,2020-03-23 23:19:34,44.05996956,-69.54227124,5.0,0.0,0.0
19543,Lincoln,,,2020-03-23 23:19:34,44.41311883,-96.26688165,0.0,0.0,0.0
19544,Lincoln,,,2020-03-23 23:19:34,31.53288662,-90.45391915,4.0,0.0,0.0
19545,Lincoln,,,2020-03-23 23:19:34,39.05345619,-90.95588181,0.0,0.0,0.0
19546,Lincoln,,,2020-03-23 23:19:34,48.54265777,-115.4046155,0.0,0.0,0.0
19547,Lincoln,,,2020-03-23 23:19:34,41.04658298,-100.7475374,3.0,0.0,0.0
19548,Lincoln,,,2020-03-23 23:19:34,37.64268459,-114.8790388,0.0,0.0,0.0
19549,Lincoln,,,2020-03-23 23:19:34,33.74526079,-105.4586166,0.0,0.0,0.0
19550,Lincoln,,,2020-03-23 23:19:34,35.48508185,-81.21740317,1.0,0.0,0.0
19551,Lincoln,,,2020-03-23 23:19:34,35.70270942,-96.8812462,0.0,0.0,0.0
19552,Lincoln,,,2020-03-23 23:19:34,44.64252874,-123.869912,0.0,0.0,0.0
19553,Lincoln,,,2020-03-23 23:19:34,43.27841182,-96.7203905,0.0,0.0,0.0
19554,Lincoln,,,2020-03-23 23:19:34,35.13738622,-86.58910106,1.0,0.0,0.0
19555,Lincoln,,,2020-03-23 23:19:34,47.57705241,-118.4194388,1.0,0.0,0.0
19556,Lincoln,,,2020-03-23 23:19:34,38.172154,-82.07017953,0.0,0.0,0.0
19557,Lincoln,,,2020-03-23 23:19:34,45.33737523,-89.73411273,0.0,0.0,0.0
19558,Lincoln,,,2020-03-23 23:19:34,42.26376367,-110.6563997,0.0,0.0,0.0
19559,Linn,,,2020-03-23 23:19:34,42.07923082,-91.59809485,6.0,0.0,0.0
19560,Linn,,,2020-03-23 23:19:34,38.21267844,-94.84254089,2.0,0.0,0.0
19561,Linn,,,2020-03-23 23:19:34,39.87001769,-93.10704106,0.0,0.0,0.0
19562,Linn,,,2020-03-23 23:19:34,44.48899494,-122.5373154,20.0,1.0,0.0
19563,Lipscomb,,,2020-03-23 23:19:34,36.27783108,-100.2733151,0.0,0.0,0.0
19564,Litchfield,,,2020-03-23 23:19:34,41.7937534,-73.2451475,13.0,0.0,0.0
19565,Little River,,,2020-03-23 23:19:34,33.70375665,-94.23468591,0.0,0.0,0.0
19566,Live Oak,,,2020-03-23 23:19:34,28.35101362,-98.1246786,0.0,0.0,0.0
19567,Livingston,,,2020-03-23 23:19:34,40.89188292,-88.55784752,1.0,0.0,0.0
19568,Livingston,,,2020-03-23 23:19:34,37.21137452,-88.34797529,0.0,0.0,0.0
19569,Livingston,,,2020-03-23 23:19:34,30.44143993,-90.73061664,5.0,0.0,0.0
19570,Livingston,,,2020-03-23 23:19:34,42.60302282,-83.91297209,9.0,0.0,0.0
19571,Livingston,,,2020-03-23 23:19:34,39.78110272,-93.54645978,0.0,0.0,0.0
19572,Livingston,,,2020-03-23 23:19:34,42.72596275,-77.77966158,2.0,0.0,0.0
19573,Llano,,,2020-03-23 23:19:34,30.70645047,-98.68475262,0.0,0.0,0.0
19574,Logan,,,2020-03-23 23:19:34,35.21413234,-93.71951016,0.0,0.0,0.0
19575,Logan,,,2020-03-23 23:19:34,40.7249637,-103.110817,2.0,0.0,0.0
19576,Logan,,,2020-03-23 23:19:34,40.12581572,-89.36638784,0.0,0.0,0.0
19577,Logan,,,2020-03-23 23:19:34,38.91735806,-101.148475,0.0,0.0,0.0
19578,Logan,,,2020-03-23 23:19:34,36.85949479,-86.877635,0.0,0.0,0.0
19579,Logan,,,2020-03-23 23:19:34,41.56650314,-100.4817851,0.0,0.0,0.0
19580,Logan,,,2020-03-23 23:19:34,46.45729487,-99.47719806,0.0,0.0,0.0
19581,Logan,,,2020-03-23 23:19:34,40.38996525,-83.76784341,1.0,0.0,0.0
19582,Logan,,,2020-03-23 23:19:34,35.91899576,-97.44352845,1.0,0.0,0.0
19583,Logan,,,2020-03-23 23:19:34,37.8299889,-81.93528571,0.0,0.0,0.0
19584,Long,,,2020-03-23 23:19:34,31.75218791,-81.74952375,0.0,0.0,0.0
19585,Lonoke,,,2020-03-23 23:19:34,34.75392199,-91.88742357,0.0,0.0,0.0
19586,Lorain,,,2020-03-23 23:19:34,41.29553751,-82.15083537,24.0,0.0,0.0
19587,Los Alamos,,,2020-03-23 23:19:34,35.86631386,-106.3134985,0.0,0.0,0.0
19588,Los Angeles,,,2020-03-23 23:19:34,34.30828379,-118.2282411,536.0,7.0,0.0
19589,Loudon,,,2020-03-23 23:19:34,35.73939663,-84.31145275,1.0,0.0,0.0
19590,Loudoun,,,2020-03-23 23:19:34,39.08990083,-77.63481877,15.0,0.0,0.0
19591,Louisa,,,2020-03-23 23:19:34,41.21842119,-91.26102611,0.0,0.0,0.0
19592,Louisa,,,2020-03-23 23:19:34,37.97850256,-77.96274807,2.0,0.0,0.0
19593,Loup,,,2020-03-23 23:19:34,41.91371961,-99.45440415,0.0,0.0,0.0
19594,Love,,,2020-03-23 23:19:34,33.95273467,-97.23906784,0.0,0.0,0.0
19595,Loving,,,2020-03-23 23:19:34,31.84947612,-103.5818571,0.0,0.0,0.0
19596,Lowndes,,,2020-03-23 23:19:34,32.1597283,-86.65158371,0.0,0.0,0.0
19597,Lowndes,,,2020-03-23 23:19:34,30.83568832,-83.27056716,8.0,0.0,0.0
19598,Lowndes,,,2020-03-23 23:19:34,33.47386518,-88.44191529999998,6.0,0.0,0.0
19599,Lubbock,,,2020-03-23 23:19:34,33.61008596,-101.8204789,9.0,0.0,0.0
19600,Lucas,,,2020-03-23 23:19:34,41.02958964,-93.32780803,0.0,0.0,0.0
19601,Lucas,,,2020-03-23 23:19:34,41.62101218,-83.65468618,10.0,1.0,0.0
19602,Luce,,,2020-03-23 23:19:34,46.47227431,-85.54471223,0.0,0.0,0.0
19603,Lumpkin,,,2020-03-23 23:19:34,34.57286511,-84.00425681,2.0,0.0,0.0
19604,Luna,,,2020-03-23 23:19:34,32.18179341,-107.75088259999998,0.0,0.0,0.0
19605,Lunenburg,,,2020-03-23 23:19:34,36.94618528,-78.24133319,0.0,0.0,0.0
19606,Luzerne,,,2020-03-23 23:19:34,41.17823008,-75.98447579,10.0,0.0,0.0
19607,Lycoming,,,2020-03-23 23:19:34,41.34310539,-77.06629984,0.0,0.0,0.0
19608,Lyman,,,2020-03-23 23:19:34,43.89522709,-99.85201878,1.0,0.0,0.0
19609,Lynchburg,,,2020-03-23 23:19:34,37.40021399,-79.19888138,0.0,0.0,0.0
19610,Lynn,,,2020-03-23 23:19:34,33.17657705,-101.8162849,0.0,0.0,0.0
19611,Lyon,,,2020-03-23 23:19:34,43.38107862,-96.20926845,0.0,0.0,0.0
19612,Lyon,,,2020-03-23 23:19:34,38.45576156,-96.15275715,2.0,0.0,0.0
19613,Lyon,,,2020-03-23 23:19:34,37.02080035,-88.07886257,1.0,0.0,0.0
19614,Lyon,,,2020-03-23 23:19:34,44.41327865,-95.83806103,0.0,0.0,0.0
19615,Lyon,,,2020-03-23 23:19:34,39.01777974,-119.1870479,0.0,0.0,0.0
19616,Mackinac,,,2020-03-23 23:19:34,46.07028979,-85.04980537,0.0,0.0,0.0
19617,Macomb,,,2020-03-23 23:19:34,42.69158356,-82.92752801,175.0,2.0,0.0
19618,Macon,,,2020-03-23 23:19:34,32.38759944,-85.69267724,0.0,0.0,0.0
19619,Macon,,,2020-03-23 23:19:34,32.35207048,-84.04234127,0.0,0.0,0.0
19620,Macon,,,2020-03-23 23:19:34,39.86064913,-88.96342505,0.0,0.0,0.0
19621,Macon,,,2020-03-23 23:19:34,39.83049768,-92.56453089,0.0,0.0,0.0
19622,Macon,,,2020-03-23 23:19:34,35.14867843,-83.41696617,0.0,0.0,0.0
19623,Macon,,,2020-03-23 23:19:34,36.53157855,-86.00778595,0.0,0.0,0.0
19624,Macoupin,,,2020-03-23 23:19:34,39.26119767,-89.92424028,0.0,0.0,0.0
19625,Madera,,,2020-03-23 23:19:34,37.21513971,-119.76655890000002,3.0,0.0,0.0
19626,Madison,,,2020-03-23 23:19:34,34.76327133,-86.55069633,21.0,0.0,0.0
19627,Madison,,,2020-03-23 23:19:34,36.01038185,-93.72524943,0.0,0.0,0.0
19628,Madison,,,2020-03-23 23:19:34,30.44396917,-83.47398594,0.0,0.0,0.0
19629,Madison,,,2020-03-23 23:19:34,34.12920917,-83.21218732,1.0,0.0,0.0
19630,Madison,,,2020-03-23 23:19:34,43.78141028,-111.65384740000002,2.0,0.0,0.0
19631,Madison,,,2020-03-23 23:19:34,38.83042506,-89.90422563,2.0,0.0,0.0
19632,Madison,,,2020-03-23 23:19:34,40.16143691,-85.71964711,2.0,0.0,0.0
19633,Madison,,,2020-03-23 23:19:34,41.33081904,-94.01554631,0.0,0.0,0.0
19634,Madison,,,2020-03-23 23:19:34,37.71659336,-84.27220275,2.0,0.0,0.0
19635,Madison,,,2020-03-23 23:19:34,32.36918118,-91.23973355,0.0,0.0,0.0
19636,Madison,,,2020-03-23 23:19:34,32.63389156,-90.03513564,11.0,0.0,0.0
19637,Madison,,,2020-03-23 23:19:34,37.47865134,-90.3467143,0.0,0.0,0.0
19638,Madison,,,2020-03-23 23:19:34,45.30080065,-111.9173017,1.0,0.0,0.0
19639,Madison,,,2020-03-23 23:19:34,41.91676024,-97.6005481,0.0,0.0,0.0
19640,Madison,,,2020-03-23 23:19:34,42.91653905,-75.67266639,1.0,0.0,0.0
19641,Madison,,,2020-03-23 23:19:34,35.85402722,-82.71346418,0.0,0.0,0.0
19642,Madison,,,2020-03-23 23:19:34,39.89381073,-83.40178317,1.0,0.0,0.0
19643,Madison,,,2020-03-23 23:19:34,35.61181957,-88.84076036,0.0,0.0,0.0
19644,Madison,,,2020-03-23 23:19:34,30.96694679,-95.93003775,0.0,0.0,0.0
19645,Madison,,,2020-03-23 23:19:34,38.41531222,-78.28220331,0.0,0.0,0.0
19646,Magoffin,,,2020-03-23 23:19:34,37.70820545,-83.0657714,0.0,0.0,0.0
19647,Mahaska,,,2020-03-23 23:19:34,41.33521503,-92.64083907,0.0,0.0,0.0
19648,Mahnomen,,,2020-03-23 23:19:34,47.32557075,-95.80921485,0.0,0.0,0.0
19649,Mahoning,,,2020-03-23 23:19:34,41.01631101,-80.77287029,23.0,0.0,0.0
19650,Major,,,2020-03-23 23:19:34,36.31149996,-98.53467076,0.0,0.0,0.0
19651,Malheur,,,2020-03-23 23:19:34,43.1937027,-117.6227395,0.0,0.0,0.0
19652,Manassas,,,2020-03-23 23:19:34,38.7464321,-77.48509905,0.0,0.0,0.0
19653,Manassas Park,,,2020-03-23 23:19:34,38.77058531,-77.44399307,0.0,0.0,0.0
19654,Manatee,,,2020-03-23 23:19:34,27.47196942,-82.31831044,15.0,1.0,0.0
19655,Manistee,,,2020-03-23 23:19:34,44.33352407,-86.05626916,0.0,0.0,0.0
19656,Manitowoc,,,2020-03-23 23:19:34,44.11946801,-87.80928853,0.0,0.0,0.0
19657,Marathon,,,2020-03-23 23:19:34,44.89792533,-89.75863384,1.0,0.0,0.0
19658,Marengo,,,2020-03-23 23:19:34,32.24767634,-87.78796182,0.0,0.0,0.0
19659,Maricopa,,,2020-03-23 23:19:34,33.34835867,-112.4918154,139.0,2.0,0.0
19660,Maries,,,2020-03-23 23:19:34,38.16193985,-91.92249662,0.0,0.0,0.0
19661,Marin,,,2020-03-23 23:19:34,38.07122463,-122.7210631,38.0,0.0,0.0
19662,Marinette,,,2020-03-23 23:19:34,45.38553432,-88.03324599999998,0.0,0.0,0.0
19663,Marion,,,2020-03-23 23:19:34,34.13697363,-87.88704173,1.0,0.0,0.0
19664,Marion,,,2020-03-23 23:19:34,36.26844485,-92.68451899,0.0,0.0,0.0
19665,Marion,,,2020-03-23 23:19:34,29.21227113,-82.05803627,4.0,0.0,0.0
19666,Marion,,,2020-03-23 23:19:34,32.3483402,-84.52733571,0.0,0.0,0.0
19667,Marion,,,2020-03-23 23:19:34,38.64963204,-88.91899208,0.0,0.0,0.0
19668,Marion,,,2020-03-23 23:19:34,39.78163624,-86.13826325,82.0,3.0,0.0
19669,Marion,,,2020-03-23 23:19:34,41.33445101,-93.09934783,0.0,0.0,0.0
19670,Marion,,,2020-03-23 23:19:34,38.35855394,-97.0985251,0.0,0.0,0.0
19671,Marion,,,2020-03-23 23:19:34,37.55218078,-85.26898542,0.0,0.0,0.0
19672,Marion,,,2020-03-23 23:19:34,31.23132643,-89.8209217,1.0,0.0,0.0
19673,Marion,,,2020-03-23 23:19:34,39.80601912,-91.62203062,0.0,0.0,0.0
19674,Marion,,,2020-03-23 23:19:34,40.58610662,-83.15736305,3.0,0.0,0.0
19675,Marion,,,2020-03-23 23:19:34,44.90287942,-122.5815117,30.0,1.0,0.0
19676,Marion,,,2020-03-23 23:19:34,34.07859748,-79.36400756,0.0,0.0,0.0
19677,Marion,,,2020-03-23 23:19:34,35.12997174,-85.62265895,1.0,0.0,0.0
19678,Marion,,,2020-03-23 23:19:34,32.79868409,-94.3566123,0.0,0.0,0.0
19679,Marion,,,2020-03-23 23:19:34,39.50984542,-80.24244659,0.0,0.0,0.0
19680,Mariposa,,,2020-03-23 23:19:34,37.57978556,-119.9073334,0.0,0.0,0.0
19681,Marlboro,,,2020-03-23 23:19:34,34.59905577,-79.67561152,0.0,0.0,0.0
19682,Marquette,,,2020-03-23 23:19:34,46.4338914,-87.64043701,0.0,0.0,0.0
19683,Marquette,,,2020-03-23 23:19:34,43.81911946,-89.40073763,0.0,0.0,0.0
19684,Marshall,,,2020-03-23 23:19:34,34.36975964,-86.30486727,0.0,0.0,0.0
19685,Marshall,,,2020-03-23 23:19:34,41.0327901,-89.34510444,0.0,0.0,0.0
19686,Marshall,,,2020-03-23 23:19:34,41.32467367,-86.26185087,0.0,0.0,0.0
19687,Marshall,,,2020-03-23 23:19:34,42.03586837,-92.9990819,0.0,0.0,0.0
19688,Marshall,,,2020-03-23 23:19:34,39.78359669,-96.52278974,0.0,0.0,0.0
19689,Marshall,,,2020-03-23 23:19:34,36.88007070000001,-88.32803576,0.0,0.0,0.0
19690,Marshall,,,2020-03-23 23:19:34,48.35825983,-96.37017407,0.0,0.0,0.0
19691,Marshall,,,2020-03-23 23:19:34,34.76216286,-89.50299462,3.0,0.0,0.0
19692,Marshall,,,2020-03-23 23:19:34,34.02311222,-96.76855464,0.0,0.0,0.0
19693,Marshall,,,2020-03-23 23:19:34,45.75870838,-97.59855639,0.0,0.0,0.0
19694,Marshall,,,2020-03-23 23:19:34,35.45798777,-86.76420988,0.0,0.0,0.0
19695,Marshall,,,2020-03-23 23:19:34,39.86064362,-80.66591062,2.0,0.0,0.0
19696,Martin,,,2020-03-23 23:19:34,27.0772071,-80.43109784,4.0,0.0,0.0
19697,Martin,,,2020-03-23 23:19:34,38.7099921,-86.80373186,0.0,0.0,0.0
19698,Martin,,,2020-03-23 23:19:34,37.79990579,-82.51247478,1.0,0.0,0.0
19699,Martin,,,2020-03-23 23:19:34,43.67429718,-94.55099908,8.0,0.0,0.0
19700,Martin,,,2020-03-23 23:19:34,35.84326734,-77.10860251,0.0,0.0,0.0
19701,Martin,,,2020-03-23 23:19:34,32.30600051,-101.9513518,0.0,0.0,0.0
19702,Martinsville,,,2020-03-23 23:19:34,36.68212094,-79.86352771,0.0,0.0,0.0
19703,Mason,,,2020-03-23 23:19:34,40.23917274,-89.91824452,0.0,0.0,0.0
19704,Mason,,,2020-03-23 23:19:34,38.59471935,-83.82151043,0.0,0.0,0.0
19705,Mason,,,2020-03-23 23:19:34,43.99509218,-86.24988902,0.0,0.0,0.0
19706,Mason,,,2020-03-23 23:19:34,30.71780434,-99.22629416,0.0,0.0,0.0
19707,Mason,,,2020-03-23 23:19:34,47.35007586,-123.1863685,1.0,0.0,0.0
19708,Mason,,,2020-03-23 23:19:34,38.77071799,-82.02524219,0.0,0.0,0.0
19709,Massac,,,2020-03-23 23:19:34,37.22078441,-88.71036614,0.0,0.0,0.0
19710,Matagorda,,,2020-03-23 23:19:34,28.81955746,-96.01230294,4.0,1.0,0.0
19711,Matanuska-Susitna,,,2020-03-23 23:19:34,62.31305045,-149.5741743,0.0,0.0,0.0
19712,Mathews,,,2020-03-23 23:19:34,37.44164146,-76.34098896,0.0,0.0,0.0
19713,Maui,,,2020-03-23 23:19:34,20.86399628,-156.56890969999995,9.0,0.0,0.0
19714,Maury,,,2020-03-23 23:19:34,35.6187413,-87.07462444,6.0,0.0,0.0
19715,Maverick,,,2020-03-23 23:19:34,28.7429195,-100.3157686,1.0,0.0,0.0
19716,Mayes,,,2020-03-23 23:19:34,36.30179091,-95.23175116,0.0,0.0,0.0
19717,McClain,,,2020-03-23 23:19:34,35.01123903,-97.44572302,1.0,0.0,0.0
19718,McCone,,,2020-03-23 23:19:34,47.64469406,-105.7944994,0.0,0.0,0.0
19719,McCook,,,2020-03-23 23:19:34,43.6742571,-97.36863144,2.0,0.0,0.0
19720,McCormick,,,2020-03-23 23:19:34,33.90161443,-82.30794338,0.0,0.0,0.0
19721,McCracken,,,2020-03-23 23:19:34,37.05350953,-88.70445755,0.0,0.0,0.0
19722,McCreary,,,2020-03-23 23:19:34,36.73874143,-84.48102924,0.0,0.0,0.0
19723,McCulloch,,,2020-03-23 23:19:34,31.1925468,-99.34682807,0.0,0.0,0.0
19724,McCurtain,,,2020-03-23 23:19:34,34.11664328,-94.77222373,0.0,0.0,0.0
19725,McDonald,,,2020-03-23 23:19:34,36.62869595,-94.34867205,0.0,0.0,0.0
19726,McDonough,,,2020-03-23 23:19:34,40.45674722,-90.67775541,0.0,0.0,0.0
19727,McDowell,,,2020-03-23 23:19:34,35.67736232,-82.0482425,0.0,0.0,0.0
19728,McDowell,,,2020-03-23 23:19:34,37.38002939,-81.65083669,0.0,0.0,0.0
19729,McDuffie,,,2020-03-23 23:19:34,33.47851918,-82.48252774,0.0,0.0,0.0
19730,McHenry,,,2020-03-23 23:19:34,42.32451172,-88.45248227,12.0,0.0,0.0
19731,McHenry,,,2020-03-23 23:19:34,48.23104458,-100.6324822,0.0,0.0,0.0
19732,McIntosh,,,2020-03-23 23:19:34,31.49683595,-81.40163426,0.0,0.0,0.0
19733,McIntosh,,,2020-03-23 23:19:34,46.11182017,-99.44145858,0.0,0.0,0.0
19734,McIntosh,,,2020-03-23 23:19:34,35.37235506,-95.66599306,0.0,0.0,0.0
19735,McKean,,,2020-03-23 23:19:34,41.80938602,-78.56478358,0.0,0.0,0.0
19736,McKenzie,,,2020-03-23 23:19:34,47.74133370000001,-103.395905,0.0,0.0,0.0
19737,McKinley,,,2020-03-23 23:19:34,35.58007720000001,-108.262245,2.0,0.0,0.0
19738,McLean,,,2020-03-23 23:19:34,40.48996987,-88.84621113,7.0,1.0,0.0
19739,McLean,,,2020-03-23 23:19:34,37.5301951,-87.26803443,0.0,0.0,0.0
19740,McLean,,,2020-03-23 23:19:34,47.60766714,-101.3182418,0.0,0.0,0.0
19741,McLennan,,,2020-03-23 23:19:34,31.55255453,-97.20217694,16.0,0.0,0.0
19742,McLeod,,,2020-03-23 23:19:34,44.82367677,-94.27287017,0.0,0.0,0.0
19743,McMinn,,,2020-03-23 23:19:34,35.42812616,-84.61520715,2.0,0.0,0.0
19744,McMullen,,,2020-03-23 23:19:34,28.35251708,-98.56769164,0.0,0.0,0.0
19745,McNairy,,,2020-03-23 23:19:34,35.17468549,-88.5647812,0.0,0.0,0.0
19746,McPherson,,,2020-03-23 23:19:34,38.39184858,-97.64769869,0.0,0.0,0.0
19747,McPherson,,,2020-03-23 23:19:34,41.56797682,-101.0599362,0.0,0.0,0.0
19748,McPherson,,,2020-03-23 23:19:34,45.76626028,-99.22118798,0.0,0.0,0.0
19749,Meade,,,2020-03-23 23:19:34,37.23859987,-100.364831,0.0,0.0,0.0
19750,Meade,,,2020-03-23 23:19:34,37.96163597,-86.21028219,0.0,0.0,0.0
19751,Meade,,,2020-03-23 23:19:34,44.56676791,-102.7162741,0.0,0.0,0.0
